Time_s,K_1,K_2,K_3
0.0,0.3499999999269184,0.3499999999269184,0.3499999999269184
0.05,0.34999999999738624,0.34999999999738624,0.34999999999738624
0.1,0.34999999999931564,0.34999999999931564,0.34999999999931564
0.15,0.3499999982374351,0.3499999982374351,0.3499999982374351
0.2,0.34999967775025226,0.34999967775025226,0.34999967775025226
0.25,0.34999999987470726,0.34999999987470726,0.34999999987470726
0.3,0.3499996779367646,0.3499996779367646,0.3499996779367646
0.35,0.349999998502974,0.349999998502974,0.349999998502974
0.4,0.34999999984798363,0.34999999984798363,0.34999999984798363
0.45,0.3499999997688121,0.3499999997688121,0.3499999997688121
0.5,0.3499999991846963,0.3499999991846963,0.3499999991846963
0.55,0.34999999997304815,0.34999999997304815,0.34999999997304815
0.6,0.3499999998272603,0.3499999998272603,0.3499999998272603
0.65,0.34999929680312314,0.34999929680312314,0.34999929680312314
0.7,0.3499999981437402,0.3499999981437402,0.3499999981437402
0.75,0.3499999999956008,0.3499999999956008,0.3499999999956008
0.8,0.3499999977397546,0.3499999977397546,0.3499999977397546
0.85,0.3499992967948386,0.3499992967948386,0.3499992967948386
0.9,0.34999999998920633,0.34999999998920633,0.34999999998920633
0.95,0.34999999919517594,0.34999999919517594,0.34999999919517594
