Time_s,K_1,K_2,K_3
0.0,0.3499898932689669,0.3499898932689669,0.3499898932689669
0.08,0.3499727689099727,0.3499727689099727,0.3499727689099727
0.16,0.3499791768548064,0.3499791768548064,0.3499791768548064
0.24000000000000005,0.2939955406742795,0.2939955406742795,0.2939955406742795
0.32,0.34998415111859704,0.34998415111859704,0.34998415111859704
0.4,0.34997371096129876,0.34997371096129876,0.34997371096129876
0.4800000000000001,0.34998415111696574,0.34998415111696574,0.34998415111696574
0.56,0.29399554067699785,0.29399554067699785,0.29399554067699785
0.64,0.3499791768519258,0.3499791768519258,0.3499791768519258
0.72,0.3499727689121563,0.3499727689121563,0.3499727689121563
0.8,0.3499898932681089,0.3499898932681089,0.3499898932681089
0.88,0.3499834371342961,0.3499834371342961,0.3499834371342961
0.9600000000000001,0.30628111969073485,0.30628111969073485,0.30628111969073485
1.04,0.3351514869390309,0.3351514869390309,0.3351514869390309
1.12,0.34998100753902706,0.34998100753902706,0.34998100753902706
1.2000000000000002,0.34711119633180143,0.34711119633180143,0.34711119633180143
1.2800000000000002,0.3499810075381316,0.3499810075381316,0.3499810075381316
1.36,0.33515148694048225,0.33515148694048225,0.33515148694048225
1.44,0.306281119689434,0.306281119689434,0.306281119689434
1.52,0.34998343713467284,0.34998343713467284,0.34998343713467284
