Time_s,K_1,K_2,K_3
0.0,0.34999999994494524,0.34999999994494524,0.34999999994494524
0.04444444444444444,0.34999999997738446,0.34999999997738446,0.34999999997738446
0.08888888888888888,0.34999999999686066,0.34999999999686066,0.34999999999686066
0.13333333333333333,0.34999999977413115,0.34999999977413115,0.34999999977413115
0.17777777777777776,0.34999999986879554,0.34999999986879554,0.34999999986879554
0.22222222222222224,0.34999999989824804,0.34999999989824804,0.34999999989824804
0.26666666666666666,0.349999999818964,0.349999999818964,0.349999999818964
0.31111111111111106,0.3499999997027482,0.3499999997027482,0.3499999997027482
0.3555555555555555,0.3499999998832356,0.3499999998832356,0.3499999998832356
0.4,0.34999999989226616,0.34999999989226616,0.34999999989226616
0.4444444444444444,0.3499999998724352,0.3499999998724352,0.3499999998724352
0.4888888888888889,0.34999999996110853,0.34999999996110853,0.34999999996110853
0.5333333333333333,0.34999999967286505,0.34999999967286505,0.34999999967286505
0.5777777777777777,0.34999999970470613,0.34999999970470613,0.34999999970470613
0.6222222222222222,0.34999999983393015,0.34999999983393015,0.34999999983393015
0.6666666666666666,0.3499999999097991,0.3499999999097991,0.3499999999097991
0.711111111111111,0.34999999990592845,0.34999999990592845,0.34999999990592845
0.7555555555555555,0.3499999999876457,0.3499999999876457,0.3499999999876457
0.7999999999999999,0.3499999999963954,0.3499999999963954,0.3499999999963954
0.8444444444444444,0.34999999987328895,0.34999999987328895,0.34999999987328895
