Time_s,K_1,K_2,K_3
0.0,0.17499877176368525,0.17499877176368525,0.17499877176368525
0.2,0.27499604759697327,0.27499604759697327,0.27499604759697327
0.4,0.3499835215203319,0.3499835215203319,0.3499835215203319
0.6,0.34999925090833434,0.34999925090833434,0.34999925090833434
0.8,0.3499962735471461,0.3499962735471461,0.3499962735471461
1.0,0.25000674771649634,0.25000674771649634,0.25000674771649634
1.2,0.3499962735471461,0.3499962735471461,0.3499962735471461
1.4,0.34999925090833434,0.34999925090833434,0.34999925090833434
1.6,0.3499835215203319,0.3499835215203319,0.3499835215203319
1.8,0.27499604759697327,0.27499604759697327,0.27499604759697327
2.0,0.17499877176368525,0.17499877176368525,0.17499877176368525
2.2,0.07501208696162624,0.07501208696162624,0.07501208696162624
2.4,0.07682079181783406,0.07682079181783406,0.07682079181783406
2.6,0.17682057603696863,0.17682057603696863,0.17682057603696863
2.8,0.07682556470485818,0.07682556470485818,0.07682556470485818
3.0,0.07526441477010533,0.07526441477010533,0.07526441477010533
3.2,0.07682556470485818,0.07682556470485818,0.07682556470485818
3.4,0.17682057603696863,0.17682057603696863,0.17682057603696863
3.6,0.07682079181783406,0.07682079181783406,0.07682079181783406
3.8,0.07501208696162624,0.07501208696162624,0.07501208696162624
