Time_s,K_1,K_2,K_3
0.0,0.041688302444509835,0.09479838493385057,0.061713825708373866
0.0625,0.03785787138029339,0.03300949990720793,0.023759812778589257
0.125,0.0280637518205053,0.025783183463832866,0.033884389733132354
0.1875,0.024576521965846355,0.026352019856688218,0.009755042408552319
0.25,0.043920317620538954,0.07655652765178347,0.02551549759591375
0.3125,0.04403777450512534,0.34984245749267406,0.08096106624039719
0.375,0.2333096781628246,0.34998363877756095,0.1410383864531576
0.4375,0.349994224295916,0.34999614200771584,0.3499946373538853
0.5,0.3499996956044888,0.349969621381566,0.34994036644772825
0.5625,0.349994224295916,0.34999614200771584,0.3499946373538853
0.625,0.2333096781628246,0.34998363877756095,0.1410383864531576
0.6875,0.04403777450512534,0.34984245749267406,0.08096106624039719
0.75,0.043920317620538954,0.07655652765178347,0.02551549759591375
0.8125,0.024576521965846355,0.026352019856688218,0.009755042408552319
0.875,0.0280637518205053,0.025783183463832866,0.033884389733132354
0.9375,0.03785787138029339,0.03300949990720793,0.023759812778589257
1.0,0.041688302444509835,0.09479838493385057,0.061713825708373866
1.0625,0.00782161663957913,0.007285151310336752,1.6566196220580068e-05
1.125,0.03692905269636833,0.03645998427135102,0.04505091643243092
1.1875,0.017779251988427888,0.04334972020421835,0.010181413605708404
1.25,0.05100488188895267,0.05455221217214396,0.07797229987891383
1.3125,0.05515361409387201,0.20879811814580915,0.07071662832605793
1.375,0.20176602907709507,0.3499911171776248,0.20234435030660503
1.4375,0.34998430347657705,0.3499672783670919,0.3498823331470738
1.5,0.3499919093063849,0.3499938093771016,0.3499441456657906
1.5625,0.34998430347657705,0.3499672783670919,0.3498823331470738
1.625,0.20176602907709507,0.3499911171776248,0.20234435030660503
1.6875,0.05515361409387201,0.20879811814580915,0.07071662832605793
1.75,0.05100488188895267,0.05455221217214396,0.07797229987891383
1.8125,0.017779251988427888,0.04334972020421835,0.010181413605708404
1.875,0.03692905269636833,0.03645998427135102,0.04505091643243092
1.9375,0.00782161663957913,0.007285151310336752,1.6566196220580068e-05
