Time_s,K_1,K_2,K_3
0.0,0.015004007991525882,0.06828271565389316,0.001580902364842678
0.027777777777777776,0.03608974205323916,0.02527541752426967,0.0768960441173854
0.05555555555555555,0.03477803298747738,0.025336977740052818,0.02184053890553095
0.08333333333333333,0.05130270288098603,0.07064068980864609,0.059438836432185414
0.1111111111111111,0.015897476664769712,0.027490621489032252,0.016644826437884157
0.1388888888888889,0.10341924630529212,0.08675886223339817,0.09395301345978428
0.16666666666666666,0.34999893405929033,0.34999002517788347,0.3017047778532146
0.19444444444444442,0.3499990755251292,0.34999791830751437,0.282282462499385
0.2222222222222222,0.3499992740192493,0.3499998966579954,0.34999505602686176
0.25,0.3499990755251292,0.34999791830751437,0.282282462499385
0.2777777777777778,0.34999893405929033,0.34999002517788347,0.3017047778532146
0.3055555555555555,0.10341924630529212,0.08675886223339817,0.09395301345978428
0.3333333333333333,0.015897476664769712,0.027490621489032252,0.016644826437884157
0.3611111111111111,0.05130270288098603,0.07064068980864609,0.059438836432185414
0.38888888888888884,0.03477803298747738,0.025336977740052818,0.02184053890553095
0.41666666666666663,0.03608974205323916,0.02527541752426967,0.0768960441173854
0.4444444444444444,0.015004007991525882,0.06828271565389316,0.0015809023648426781
0.4722222222222222,0.004720679409247469,1.0284113262648036e-05,0.013815979782252278
0.5,0.028463705583570406,0.03758834826012531,0.031062408826865853
0.5277777777777778,0.049809031015436975,0.07141682612904807,0.06504135891595966
0.5555555555555556,0.02966230552927664,0.07997637899792356,0.017303806200555345
0.5833333333333333,0.08177899057920138,0.08635600193370124,0.06997350483333457
0.611111111111111,0.34999879264721034,0.3499989615775325,0.34998698740228434
0.6388888888888888,0.34999957179107877,0.3499970676325916,0.34999937117486163
0.6666666666666666,0.3499989240013241,0.3499929615373195,0.34990177285486357
0.6944444444444444,0.34999957179107877,0.3499970676325916,0.34999937117486163
0.7222222222222222,0.34999879264721034,0.3499989615775325,0.34998698740228434
0.75,0.08177899057920138,0.08635600193370124,0.06997350483333457
0.7777777777777777,0.02966230552927664,0.07997637899792356,0.017303806200555345
0.8055555555555556,0.049809031015436975,0.07141682612904807,0.06504135891595966
0.8333333333333333,0.028463705583570406,0.03758834826012531,0.031062408826865853
0.861111111111111,0.004720679409247469,1.0284113262648036e-05,0.013815979782252278
