Time_s,K_1,K_2,K_3
0.0,0.01574871979455988,0.11151125775048025,0.04945837481444552
0.025,0.039452367281642184,0.0370071381399733,0.0511923723761374
0.05,0.04029277377545396,0.033489939909389047,0.2478993431952818
0.07500000000000001,0.043200617071015225,0.06559960444964734,0.15487416133098272
0.1,0.016748676467902096,0.028281146005900724,0.014886115666853987
0.125,0.11152848374130146,0.058958417509765104,0.07777220483483106
0.15000000000000002,0.34999930478722446,0.3062294814422391,0.3499984854685779
0.17500000000000002,0.34999930753301794,0.34999488816712443,0.34999956436414015
0.2,0.3499993521241078,0.3499975592191863,0.3499775563344465
0.225,0.34999930753301794,0.34999488816712443,0.34999956436414015
0.25,0.34999930478722446,0.3062294814422391,0.3499984854685779
0.275,0.11152848374130146,0.058958417509765104,0.07777220483483106
0.30000000000000004,0.016748676467902096,0.028281146005900724,0.014886115666853987
0.325,0.043200617071015225,0.06559960444964734,0.15487416133098272
0.35000000000000003,0.04029277377545396,0.033489939909389047,0.24789934319528178
0.375,0.039452367281642184,0.0370071381399733,0.051192372376137406
0.4,0.01574871979455988,0.11151125775048024,0.04945837481444552
0.42500000000000004,0.002922536670110636,1.5817856349630382e-05,0.0034256899814621355
0.45,0.032695100908073975,0.07684674135431309,0.035981161033377
0.47500000000000003,0.0451311802520374,0.09353581056504717,0.08944137531546507
0.5,0.0282146363986648,0.06009456274773683,0.01589558774903313
0.525,0.12389931642754519,0.07104157937896308,0.11246228036365066
0.55,0.34999926719162366,0.306217014233553,0.34999719562764053
0.5750000000000001,0.34999927573822687,0.3499973869010002,0.34996017723071493
0.6000000000000001,0.3499998757023036,0.34999707507100963,0.13720717359388016
0.625,0.34999927573822687,0.3499973869010002,0.34996017723071493
0.65,0.34999926719162366,0.306217014233553,0.34999719562764053
0.675,0.12389931642754519,0.07104157937896308,0.11246228036365066
0.7000000000000001,0.0282146363986648,0.06009456274773683,0.01589558774903313
0.7250000000000001,0.0451311802520374,0.09353581056504717,0.08944137531546507
0.75,0.03269510090807398,0.07684674135431309,0.035981161033377
0.775,0.002922536670110636,1.5817856349630382e-05,0.003425689981462136
