Time_s,K_1,K_2,K_3
0.0,0.023882667313038366,0.23087933789713636,0.038110608228636475
0.25,0.01975349986165316,0.1447044131217824,0.006359993582464023
0.5,0.018641944247538247,0.006792840184680312,0.01160462103465228
0.75,0.18021850351973623,0.004037397855074089,0.08288736059129553
1.0,0.03706004181004461,0.33747488411843374,0.008646746558326033
1.25,1.0120221027027702e-05,0.3497159861984925,0.04790747785600802
1.5,0.0069058109296744824,0.34999322728116833,0.3498526726258331
1.75,0.34999600560059424,1.0027545524418126e-05,0.3498642541360623
2.0,0.3499762965819107,0.34997311274251763,0.3496964835504197
2.25,0.34999600560059424,1.0027545524418126e-05,0.3498642541360623
2.5,0.0069058109296744824,0.34999322728116833,0.3498526726258331
2.75,1.0120221027027702e-05,0.3497159861984925,0.04790747785600802
3.0,0.03706004181004461,0.33747488411843374,0.008646746558326033
3.25,0.18021850351973623,0.004037397855074089,0.08288736059129553
3.5,0.018641944247538247,0.006792840184680312,0.01160462103465228
3.75,0.01975349986165316,0.1447044131217824,0.006359993582464022
4.0,0.023882667313038366,0.23087933789713636,0.038110608228636475
4.25,1.0435002524575388e-05,0.019244623286548974,1.2755401318911072e-05
4.5,0.07162551102522027,0.0038683797021626244,0.09230442776941539
4.75,0.3479047643800269,0.016793836487955342,0.0007469332857159356
5.0,0.34940976670730867,0.12344039714642518,0.002672019765076672
5.25,0.010146435287939168,0.34981579002392693,0.04977354528385684
5.5,1.2669772187207604e-05,0.3498895457659727,0.3499344992809353
5.75,0.34998990790658485,0.34993892199747595,0.34837884737922775
6.0,0.34989406943267265,0.34966989302746315,0.3494718869508687
6.25,0.34998990790658485,0.34993892199747595,0.34837884737922775
6.5,1.2669772187207604e-05,0.3498895457659727,0.3499344992809353
6.75,0.010146435287939168,0.34981579002392693,0.04977354528385684
7.0,0.34940976670730867,0.12344039714642518,0.002672019765076672
7.25,0.3479047643800269,0.016793836487955342,0.0007469332857159356
7.5,0.07162551102522027,0.0038683797021626244,0.09230442776941539
7.75,1.0435002524575388e-05,0.019244623286548974,1.2755401318911072e-05
