Time_s,K_1,K_2,K_3
0.0,0.028143606159711794,0.028143606159711794,0.028143606159711794
0.03571428571428571,0.03871966617985652,0.03871966617985652,0.03871966617985652
0.07142857142857142,0.02683690304151879,0.02683690304151879,0.02683690304151879
0.10714285714285714,0.03826422036183276,0.03826422036183276,0.03826422036183276
0.14285714285714285,0.03098095370506694,0.03098095370506694,0.03098095370506694
0.17857142857142855,0.08744159567091095,0.08744159567091095,0.08744159567091095
0.21428571428571427,0.3499751195954989,0.3499751195954989,0.3499751195954989
0.25,0.33368260868575106,0.33368260868575106,0.33368260868575106
0.2857142857142857,0.3499992151833019,0.3499992151833019,0.3499992151833019
0.3214285714285714,0.3336826086857664,0.3336826086857664,0.3336826086857664
0.3571428571428571,0.3499751195954513,0.3499751195954513,0.3499751195954513
0.39285714285714285,0.08744159567094831,0.08744159567094831,0.08744159567094831
0.42857142857142855,0.03098095370503078,0.03098095370503078,0.03098095370503078
0.46428571428571425,0.03826422036190587,0.03826422036190587,0.03826422036190587
0.5,0.026836903041435125,0.026836903041435125,0.026836903041435125
0.5357142857142857,0.03871966618000199,0.03871966618000199,0.03871966618000199
0.5714285714285714,0.028143606159521124,0.028143606159521124,0.028143606159521124
0.6071428571428571,0.009607918642567529,0.009607918642567529,0.009607918642567529
0.6428571428571428,0.03304645676303816,0.03304645676303816,0.03304645676303816
0.6785714285714285,0.038223758699938236,0.038223758699938236,0.038223758699938236
0.7142857142857142,0.03842611186737093,0.03842611186737093,0.03842611186737093
0.75,0.09858120927667863,0.09858120927667863,0.09858120927667863
0.7857142857142857,0.3413792983986949,0.3413792983986949,0.3413792983986949
0.8214285714285714,0.3499998169722659,0.3499998169722659,0.3499998169722659
0.8571428571428571,0.3499971091665813,0.3499971091665813,0.3499971091665813
0.8928571428571428,0.34999981697223004,0.34999981697223004,0.34999981697223004
0.9285714285714285,0.3413792983987473,0.3413792983987473,0.3413792983987473
0.9642857142857142,0.09858120927658376,0.09858120927658376,0.09858120927658376
1.0,0.03842611186750901,0.03842611186750901,0.03842611186750901
1.0357142857142856,0.03822375869974167,0.03822375869974167,0.03822375869974167
1.0714285714285714,0.03304645676327006,0.03304645676327006,0.03304645676327006
1.1071428571428572,0.009607918642326551,0.009607918642326551,0.009607918642326551
