Time_s,K_1,K_2,K_3
0.0,0.05100428237495789,0.05100428237495789,0.05100428237495789
0.0625,0.03433604455542227,0.03433604455542227,0.03433604455542227
0.125,0.028634815242349267,0.028634815242349267,0.028634815242349267
0.1875,0.0288755580927308,0.0288755580927308,0.0288755580927308
0.25,0.04847506129627905,0.04847506129627905,0.04847506129627905
0.3125,0.05281620817631707,0.05281620817631707,0.05281620817631707
0.375,0.25846801952533044,0.25846801952533044,0.25846801952533044
0.4375,0.3499998107326337,0.3499998107326337,0.3499998107326337
0.5,0.3499997644811829,0.3499997644811829,0.3499997644811829
0.5625,0.3499998107323838,0.3499998107323838,0.3499998107323838
0.625,0.25846801952574244,0.25846801952574244,0.25846801952574244
0.6875,0.052816208175906175,0.052816208175906175,0.052816208175906175
0.75,0.04847506129663663,0.04847506129663663,0.04847506129663663
0.8125,0.028875558092363977,0.028875558092363977,0.028875558092363977
0.875,0.02863481524256737,0.02863481524256737,0.02863481524256737
0.9375,0.03433604455523899,0.03433604455523899,0.03433604455523899
1.0,0.05100428237492255,0.05100428237492255,0.05100428237492255
1.0625,0.008997146466336044,0.008997146466336044,0.008997146466336044
1.125,0.04039011289958384,0.04039011289958384,0.04039011289958384
1.1875,0.02656711018403533,0.02656711018403533,0.02656711018403533
1.25,0.04085210631775914,0.04085210631775914,0.04085210631775914
1.3125,0.09991954300158448,0.09991954300158448,0.09991954300158448
1.375,0.2614236506063722,0.2614236506063722,0.2614236506063722
1.4375,0.34999624910364313,0.34999624910364313,0.34999624910364313
1.5,0.3499912173460563,0.3499912173460563,0.3499912173460563
1.5625,0.3499962491037858,0.3499962491037858,0.3499962491037858
1.625,0.2614236506065708,0.2614236506065708,0.2614236506065708
1.6875,0.09991954300139695,0.09991954300139695,0.09991954300139695
1.75,0.04085210631778605,0.04085210631778605,0.04085210631778605
1.8125,0.026567110183518455,0.026567110183518455,0.026567110183518455
1.875,0.040390112899608,0.040390112899608,0.040390112899608
1.9375,0.00899714646582032,0.00899714646582032,0.00899714646582032
