Time_s,K_1,K_2,K_3
0.0,0.018723652934274346,0.018723652934274346,0.018723652934274346
0.025,0.039314066042072146,0.039314066042072146,0.039314066042072146
0.05,0.0402793963215948,0.0402793963215948,0.0402793963215948
0.07500000000000001,0.045832285165309856,0.045832285165309856,0.045832285165309856
0.1,0.024546736712279228,0.024546736712279228,0.024546736712279228
0.125,0.04227522195944295,0.04227522195944295,0.04227522195944295
0.15000000000000002,0.34999818424412643,0.34999818424412643,0.34999818424412643
0.17500000000000002,0.3499989178284191,0.3499989178284191,0.3499989178284191
0.2,0.3499989016815238,0.3499989016815238,0.3499989016815238
0.225,0.3499989178284191,0.3499989178284191,0.3499989178284191
0.25,0.34999818424412643,0.34999818424412643,0.34999818424412643
0.275,0.04227522195944296,0.04227522195944296,0.04227522195944296
0.30000000000000004,0.024546736712279228,0.024546736712279228,0.024546736712279228
0.325,0.045832285165309856,0.045832285165309856,0.045832285165309856
0.35000000000000003,0.0402793963215948,0.0402793963215948,0.0402793963215948
0.375,0.039314066042072146,0.039314066042072146,0.039314066042072146
0.4,0.018723652934274342,0.018723652934274342,0.018723652934274342
0.42500000000000004,0.008561446215473422,0.008561446215473422,0.008561446215473422
0.45,0.03573512938726983,0.03573512938726983,0.03573512938726983
0.47500000000000003,0.05599209834597135,0.05599209834597135,0.05599209834597135
0.5,0.0286250286150585,0.0286250286150585,0.0286250286150585
0.525,0.060805677926155585,0.060805677926155585,0.060805677926155585
0.55,0.3499992908241306,0.3499992908241306,0.3499992908241306
0.5750000000000001,0.3499985809401758,0.3499985809401758,0.3499985809401758
0.6000000000000001,0.3499987068483337,0.3499987068483337,0.3499987068483337
0.625,0.3499985809401758,0.3499985809401758,0.3499985809401758
0.65,0.3499992908241306,0.3499992908241306,0.3499992908241306
0.675,0.06080567792615559,0.06080567792615559,0.06080567792615559
0.7000000000000001,0.028625028615058504,0.028625028615058504,0.028625028615058504
0.7250000000000001,0.05599209834597135,0.05599209834597135,0.05599209834597135
0.75,0.03573512938726983,0.03573512938726983,0.03573512938726983
0.775,0.008561446215473424,0.008561446215473424,0.008561446215473424
