Time_s,K_1,K_2,K_3
0.0,0.029543659608062094,0.029543659608062094,0.029543659608062094
0.03125,0.04066175932139925,0.04066175932139925,0.04066175932139925
0.0625,0.027395393652845986,0.027395393652845986,0.027395393652845986
0.09375,0.04485498080120319,0.04485498080120319,0.04485498080120319
0.125,0.03128182620617309,0.03128182620617309,0.03128182620617309
0.15625,0.07749905582784007,0.07749905582784007,0.07749905582784007
0.1875,0.3499956279498042,0.3499956279498042,0.3499956279498042
0.21875,0.34999976780445446,0.34999976780445446,0.34999976780445446
0.25,0.3499997017047282,0.3499997017047282,0.3499997017047282
0.28125,0.34999976780442305,0.34999976780442305,0.34999976780442305
0.3125,0.34999562794991973,0.34999562794991973,0.34999562794991973
0.34375,0.07749905582772705,0.07749905582772705,0.07749905582772705
0.375,0.03128182620629286,0.03128182620629286,0.03128182620629286
0.40625,0.04485498080115813,0.04485498080115813,0.04485498080115813
0.4375,0.02739539365271424,0.02739539365271424,0.02739539365271424
0.46875,0.040661759321629486,0.040661759321629486,0.040661759321629486
0.5,0.029543659607711378,0.029543659607711378,0.029543659607711378
0.53125,0.008396295468525123,0.008396295468525123,0.008396295468525123
0.5625,0.03737734140586951,0.03737734140586951,0.03737734140586951
0.59375,0.04181491632856454,0.04181491632856454,0.04181491632856454
0.625,0.04070900001894627,0.04070900001894627,0.04070900001894627
0.65625,0.07813120513098437,0.07813120513098437,0.07813120513098437
0.6875,0.34999158723523704,0.34999158723523704,0.34999158723523704
0.71875,0.3428266862460626,0.3428266862460626,0.3428266862460626
0.75,0.3499980455435232,0.3499980455435232,0.3499980455435232
0.78125,0.3428266862462505,0.3428266862462505,0.3428266862462505
0.8125,0.34999158723504914,0.34999158723504914,0.34999158723504914
0.84375,0.07813120513118298,0.07813120513118298,0.07813120513118298
0.875,0.04070900001886421,0.04070900001886421,0.04070900001886421
0.90625,0.04181491632846452,0.04181491632846452,0.04181491632846452
0.9375,0.03737734140612546,0.03737734140612546,0.03737734140612546
0.96875,0.008396295468218917,0.008396295468218917,0.008396295468218917
