Time_s,K_1,K_2,K_3
0,0.115641048144211,0.112134134928201,0.0866177850478128
0.1,0.315606801681378,0.312128147769772,0.0632866003626853
0.2,0.131059529709325,0.259028848230051,0.00909523174738878
0.3,0.10396794310477,0.349999139011711,0.0211041337309171
0.4,0.303955960057201,0.349999710490527,0.0733342709473331
0.5,0.178846873146657,0.173497330407695,0.0429642723108948
0.6,0.303955960869426,0.349999710218642,0.0733342726470108
0.7,0.103967941634156,0.349999139487245,0.0211041312190847
0.8,0.131059532446084,0.259028847082376,0.0090952352151114
0.9,0.315606798011133,0.312128149897766,0.0632865972595191
1,0.115641052627745,0.112134132210614,0.0866177878418142
1.1,0.315637107820601,0.312064177014897,0.0776692868063467
1.2,0.115643612407409,0.112070066772315,0.0650101868896784
1.3,0.159135045413131,0.312055702331334,0.0269139460340034
1.4,0.316600025490311,0.340843747468863,0.0457564630068433
1.5,0.116679427667511,0.142884254919668,0.0564350090343566
1.6,0.316600023621023,0.340843748919549,0.0457564628380242
1.7,0.159135048959933,0.312055699855537,0.0269139461050732
1.8,0.115643607656248,0.112070069370707,0.0650101853999121
1.9,0.315637113419123,0.312064174271145,0.0776692873501249
