Time_s,K_1,K_2,K_3
0,0.250031626692497,0.329922578759937,0.0626218837592733
0.08,0.349933926776205,0.230001291882658,0.0748970006182115
0.16,0.250008713541221,0.13001184984814,0.0278382104357925
0.24,0.190738807155416,0.229969718826015,0.0195410295241992
0.32,0.290710755414428,0.288345292020321,0.0618209961938856
0.4,0.349999581486285,0.349997747799928,0.0919306442333596
0.48,0.290710755176142,0.288345292361769,0.061820995844012
0.56,0.190738807072069,0.229969718862589,0.0195410295960155
0.64,0.250008713484648,0.130011849838727,0.0278382105139904
0.72,0.349933926764026,0.230001291746311,0.0748970008121434
0.8,0.250031626740776,0.329922578660331,0.0626218837706356
0.88,0.349990499990567,0.259777820811617,0.0718249492275408
0.96,0.249991006307076,0.15979037324216,0.0443938650246981
1.04,0.194528042839061,0.259724335079887,0.0150700345147685
1.12,0.294527013046535,0.249998812212904,0.0603702665273699
1.2,0.349985285428898,0.349971285285655,0.12686970356237
1.28,0.294527013055442,0.24999881219462,0.0603702663836218
1.36,0.194528042819154,0.259724335128641,0.0150700344546826
1.44,0.249991006301271,0.159790373112866,0.0443938651597551
1.52,0.349990500032563,0.259777820981808,0.0718249490729156
