Time_s,K_1,K_2,K_3
0,0.349985643380179,0.349998394760878,0.175806843128296
0.0571428571428571,0.301589652175578,0.168486282200576,0.0408976358442972
0.114285714285714,0.349971741577495,0.349875520987215,0.0384045920685946
0.171428571428571,0.237313076173672,0.202320759455563,0.0172748211440408
0.228571428571429,0.349988353457915,0.349860015624385,0.0499780234070515
0.285714285714286,0.34999390681644,0.349988043229636,0.086695239316015
0.342857142857143,0.349988353585609,0.349860015530265,0.0499780238878267
0.4,0.237313075998945,0.202320759610427,0.0172748209324097
0.457142857142857,0.34997174195831,0.349875520727453,0.0384045922836681
0.514285714285714,0.30158965143639,0.168486282426931,0.0408976358376679
0.571428571428571,0.349985643999852,0.349998394366712,0.175806843314357
0.628571428571429,0.349997099310992,0.349966024935921,0.08037876669887
0.685714285714286,0.150003678276293,0.29445701763464,0.0354305676555437
0.742857142857143,0.349990463424025,0.349994810067489,0.0317126780112919
0.8,0.349991928169487,0.149995760238786,0.100016984289378
0.857142857142857,0.349994579104789,0.349993272378611,0.111438913173884
0.914285714285714,0.349991927801518,0.149995760404099,0.10001698429107
0.971428571428571,0.349990463973804,0.349994810101609,0.0317126781186976
1.02857142857143,0.150003677505085,0.294457017596189,0.0354305677417949
1.08571428571429,0.349997099958231,0.349966025073802,0.0803787663653839
